epoch trainingSuccess testSuccess 
1 37.644003462742226 37.7082079068834 
2 57.38829326763002 56.65261890427453 
3 66.91083438769395 66.76700782661048 
4 71.36578544316441 70.70038129640778 
5 73.84963707797829 73.28918322295806 
6 75.66091762668975 75.03511940598034 
7 77.57208497036692 76.7810555890026 
8 78.71745355264034 77.88480834838451 
9 79.5431843910235 78.52699177202489 
10 80.14250516081775 79.16917519566526 
11 80.78178064859826 79.81135861930564 
12 81.33448758074182 80.4134055789685 
13 81.82060331624159 80.91511137868754 
14 82.27342345341945 81.47702187437287 
15 82.71292535126857 81.89845474613686 
16 83.09249517213824 82.42022877784467 
17 83.56529266830925 82.82159341761991 
18 84.06472664313777 83.06241220148505 
19 84.45761470333622 83.42364037728277 
20 84.67736565226078 83.7246638571142 
21 84.98368515682226 83.94541440899057 
22 85.34993673836318 84.24643788882199 
23 85.56968768728774 84.26650612081076 
24 85.78277951654792 84.42705197672085 
25 85.96923486715056 84.42705197672085 
26 86.07578078178065 84.52739313666467 
27 86.24225877339016 84.64780252859723 
28 86.36878204701338 84.8685530804736 
29 86.50862355996537 84.84848484848484 
30 86.64846507291736 85.16957656030503 
31 86.86821602184192 85.26991772024884 
32 87.01471665445828 85.41039534417017 
33 87.08796697076646 85.41039534417017 
34 87.1412399280815 85.39032711218142 
35 87.15455816741027 85.43046357615894 
36 87.1811946460678 85.47060004013647 
37 87.31437703935539 85.53080473610275 
38 87.46753679163615 85.59100943206903 
39 87.50749150962243 85.71141882400161 
40 87.64733302257441 85.93216937587799 
41 87.7538789372045 85.95223760786675 
42 87.86708397149897 85.97230583985551 
43 87.90037956982087 86.09271523178808 
44 87.8537657321702 86.23319285570942 
45 87.86708397149897 86.27332931968694 
46 87.86042485183458 86.41380694360828 
47 87.86708397149897 86.51414810355207 
48 87.88040221082773 86.5542845675296 
49 87.90037956982087 86.57435279951837 
50 87.93367516814277 86.61448926349588 
51 87.99360724512219 86.77503511940598 
52 88.04688020243724 86.85530804736102 
53 88.11347139908105 86.8753762793498 
54 88.2266764333755 86.91551274332731 
55 88.24665379236865 86.8753762793498 
56 88.29992674968369 86.95564920730484 
57 88.32656322834121 87.03592213525988 
58 88.39981354464939 87.0760585992374 
59 88.532995937937 87.11619506321493 
60 88.64620097223147 87.15633152719245 
61 88.66617833122461 87.21653622315874 
62 88.69947392954651 87.17639975918121 
63 88.72611040820404 87.21653622315874 
64 88.79270160484784 87.25667268713626 
65 88.94586135712859 87.31687738310255 
66 89.00579343410801 87.37708207906884 
67 88.97915695545049 87.41721854304636 
68 89.00579343410801 87.37708207906884 
69 89.01911167343677 87.31687738310255 
70 89.01245255377239 87.37708207906884 
71 89.06572551108744 87.33694561509131 
72 89.18558966504628 87.39715031105759 
73 89.29213557967637 87.49749147100141 
74 89.32543117799827 87.53762793497893 
75 89.2788173403476 87.59783263094522 
76 89.25883998135447 87.55769616696769 
77 89.30545381900514 87.6580373269115 
78 89.31877205833388 87.71824202287777 
79 89.29879469934075 87.6580373269115 
80 89.28547646001198 87.67810555890027 
81 89.33874941732704 87.6580373269115 
82 89.33874941732704 87.7583784868553 
83 89.33874941732704 87.83865141481036 
84 89.49190916960778 87.99919727072046 
85 89.51188652860091 87.97912903873168 
86 89.5518412465872 87.99919727072046 
87 89.66504628088167 87.95906080674293 
88 89.66504628088167 87.91892434276541 
89 89.63840980222415 87.93899257475417 
90 89.62509156289539 87.93899257475417 
91 89.5851368449091 87.91892434276541 
92 89.60511420390225 87.89885611077663 
93 89.64506892188852 87.99919727072046 
94 89.79156955450489 88.13967489464179 
95 89.71166011853234 88.09953843066425 
96 89.73163747752547 88.03933373469798 
97 89.73829659718984 88.0192655027092 
98 89.75827395618299 87.91892434276541 
99 89.81154691349803 87.89885611077663 
100 89.82486515282679 87.87878787878788 
