epoch trainingSuccess testSuccess 
1 23.62655656922155 23.339353802929963 
2 50.28301258573617 49.68894240417419 
3 59.42598388493041 58.19787276740919 
4 64.41366451355131 63.29520369255469 
5 67.78983818339216 66.16496086694762 
6 69.5078910568023 67.83062412201485 
7 70.47346340813745 68.91430864940799 
8 71.38576280215756 70.09833433674493 
9 72.28474395684891 70.70038129640778 
10 73.00392888060199 71.62351996789083 
11 73.58993141106745 72.24563515954245 
12 73.90291003529333 72.62693156732892 
13 74.22920689884798 73.14870559903672 
14 74.51554904441633 73.57013847080073 
15 75.24805220749818 74.33273128637367 
16 75.8140773789705 74.53341360626129 
17 76.24026103749084 75.316074653823 
18 76.63980821735366 75.45655227774432 
19 76.79296796963442 75.61709813365442 
20 76.99274155956583 75.77764398956452 
21 77.07931011520277 75.95825807746338 
22 77.25910634614104 75.99839454144089 
23 77.3723113804355 76.0585992374072 
24 77.50549377372312 76.33955448524985 
25 77.55210761137377 76.50010034115995 
26 77.678630884997 76.54023680513747 
27 77.75188120130518 76.68071442905881 
28 77.80515415862023 76.64057796508128 
29 77.94499567157222 76.62050973309252 
30 77.9516547912366 76.66064619707004 
31 77.9849503895585 76.72085089303631 
32 78.02490510754478 76.74091912502509 
33 78.0515415862023 76.76098735701385 
34 78.05820070586668 76.86132851695766 
35 78.03822334687355 76.98173790889022 
36 78.07817806485983 77.02187437286774 
37 78.17140574016115 77.10214730082279 
38 78.23799693680496 77.2024884607666 
39 78.29792901378437 77.30282962071041 
40 78.33788373177066 77.38310254866546 
41 78.3578610907638 77.54364840457556 
42 78.43111140707198 77.56371663656432 
43 78.47772524472265 77.54364840457556 
44 78.47772524472265 77.56371663656432 
45 78.55097556103084 77.56371663656432 
46 78.5309982020377 77.54364840457556 
47 78.5642938003596 77.6239213325306 
48 78.59093027901712 77.58378486855308 
49 78.61090763801025 77.66405779650812 
50 78.65086235599654 77.70419426048565 
51 78.67083971498968 77.72426249247442 
52 78.75074915096224 77.66405779650812 
53 78.7973629886129 77.66405779650812 
54 78.81734034760605 77.70419426048565 
55 78.81734034760605 77.76439895645194 
56 78.85063594592795 77.82460365241822 
57 78.85063594592795 77.88480834838451 
58 78.85729506559233 77.92494481236203 
59 78.87727242458547 77.9450130443508 
60 78.89059066391422 77.96508127633956 
61 78.91056802290737 78.02528597230584 
62 78.94386362122927 78.06542243628336 
63 78.96384098022241 78.10555890026089 
64 79.01045481787308 78.2059000602047 
65 79.02377305720184 78.18583182821594 
66 79.07704601451688 78.18583182821594 
67 79.1369780914963 78.2059000602047 
68 79.1769328094826 78.24603652418222 
69 79.23020576679764 78.22596829219346 
70 79.24352400612639 78.2059000602047 
71 79.25018312579077 78.18583182821594 
72 79.27016048478391 78.16576359622717 
73 79.29013784377705 78.22596829219346 
74 79.35672904042086 78.26610475617099 
75 79.42332023706467 78.36644591611478 
76 79.4765931943797 78.38651414810354 
77 79.5431843910235 78.32630945213727 
78 79.5764799893454 78.30624122014851 
79 79.63641206632484 78.28617298815973 
80 79.62975294666045 78.32630945213727 
81 79.64973030565359 78.34637768412604 
82 79.68302590397549 78.38651414810354 
83 79.70300326296864 78.38651414810354 
84 79.73629886129054 78.40658238009232 
