epoch trainingSuccess testSuccess 
1 3.0898315242724914 3.1908488862131246 
2 5.7934341080109215 5.779650812763395 
3 7.451554904441633 7.445314067830624 
4 8.084171272557768 7.585791691751957 
5 9.55583671838583 9.452137266706803 
6 9.57581407737897 9.53241019466185 
7 9.242858094159951 9.231386714830423 
8 9.296131051474996 9.251454946819186 
9 9.429313444762602 9.371864338751756 
10 9.895451821269228 9.733092514549469 
11 10.095225411200639 10.174593618302227 
12 10.548045548378504 10.375275938189846 
13 10.83438769394686 10.575958258077463 
14 11.054138642871413 10.716435881998795 
15 11.147366318172738 10.75657234597632 
16 11.074116001864553 10.99739112984146 
17 12.59905440500766 12.823600240818783 
18 12.505826729706332 12.763395544852498 
19 13.69780914963042 14.1280353200883 
20 17.11393753745755 17.519566526189042 
21 19.244855830059265 19.38591210114389 
22 19.85749483918226 20.349187236604454 
23 20.94293134447626 21.091711820188642 
24 21.742025704201904 21.99478225968292 
25 22.441233268961845 22.616897451334538 
26 22.820803089831525 23.078466787076056 
27 23.12046347472864 23.359422034918722 
28 23.413464739961377 23.41962673088501 
29 23.579942731570885 23.64037728276139 
30 23.733102483851635 23.780854906682723 
31 24.00612639009123 23.98153722657034 
32 24.052740227741893 24.162151314469195 
33 24.099354065392557 24.32269717037929 
34 24.272491176666446 24.703993578165765 
35 24.239195578344543 24.703993578165765 
36 24.239195578344543 24.66385711418824 
37 24.225877339015785 24.76419827413205 
38 24.299127655323964 24.824402970098333 
39 24.35240061263901 24.904675898053384 
40 24.672038356529267 24.98494882600843 
41 24.75860691216621 24.964880594019668 
42 24.771925151494973 24.98494882600843 
43 24.791902510488114 24.824402970098333 
44 24.73197043350869 24.86453943407586 
45 24.88513018578944 25.085289985952237 
46 25.25804088699474 25.48665462572747 
47 25.6109742292069 25.707405177603853 
48 26.256908836651792 26.44992976118804 
49 26.669774255843375 26.690748545053182 
50 27.08929879469934 27.07204495283965 
51 27.63534660717853 27.674091912502508 
52 27.815142838116802 27.714228376480033 
53 28.234667376972766 28.03532008830022 
54 28.560964240527404 28.316275336142887 
55 28.820669907438234 28.27613887216536 
56 29.233535326629816 28.757776439895643 
57 29.613105147499503 29.058799919727075 
58 29.919424652061 29.440096327513547 
59 30.192448558300594 29.620710415412404 
60 30.34560831058134 29.781256271322498 
61 30.452154225211427 30.002006823198872 
62 30.48544982353333 29.981938591210117 
63 30.598654857827796 29.961870359221354 
64 30.6319504561497 30.06221151916516 
65 30.718519011786643 30.122416215131448 
66 30.87833788373177 30.323098535019067 
67 30.87833788373177 30.4635761589404 
68 30.845042285409868 30.583985550872967 
69 30.791769328094826 30.60405378286173 
70 30.88499700339615 30.644190246839255 
71 30.984883798361857 30.724463174794302 
72 30.99820203769062 30.74453140678306 
73 30.9715655590331 30.82480433473811 
74 30.951588200039954 30.80473610274935 
75 30.978224678697476 30.84487256672687 
76 31.004861157354995 30.90507726269316 
77 31.031497636012517 30.9853501906482 
78 31.078111473663185 31.065623118603252 
79 31.138043550642603 31.18603251053582 
80 31.171339148964506 31.24623720650211 
