epoch trainingSuccess testSuccess 
1 26.35013651195312 25.627132249648803 
2 53.65252713591263 52.117198474814366 
3 63.368182726243596 61.54926750953241 
4 70.63328228008258 69.31567328918322 
5 73.92954651395087 72.98815974312663 
6 75.78744090031297 74.83443708609272 
7 77.4788572950656 76.48003210917118 
8 78.4644070053939 77.34296608468793 
9 79.1769328094826 77.76439895645194 
10 79.75627622028368 78.16576359622717 
11 79.92941333155757 78.52699177202489 
12 80.20243723779717 78.8882199478226 
13 80.56868881933809 79.08890226771021 
14 81.02816807618034 79.51033513947421 
15 81.38776053805687 79.79129038731688 
16 81.62748884597455 79.9919727072045 
17 81.82060331624159 80.11238209913706 
18 81.94712658986482 80.29299618703593 
19 82.01371778650862 80.59401966686734 
20 82.12026370113871 80.71442905879992 
21 82.24678697476193 80.87497491471002 
22 82.33335553039888 80.99538430664258 
23 82.37996936804954 80.97531607465382 
24 82.57308383831658 81.25627132249649 
25 82.82613038556302 81.5171583383504 
26 83.06585869348072 81.8783865141481 
27 83.31890524072718 82.19947822596829 
28 83.53199706998736 82.40016054585591 
29 83.79836185656256 82.62091109773229 
30 83.95152160884332 82.76138872165362 
31 84.17127255776786 83.04234396949629 
32 84.31777319038423 83.34336744932772 
33 84.41100086568557 83.44370860927152 
34 84.43763734434307 83.52398153722656 
35 84.53752413930879 83.58418623319285 
36 84.49756942132251 83.7246638571142 
37 84.58413797695945 83.7246638571142 
38 84.65072917360324 83.84507324904676 
39 84.76393420789772 83.90527794501304 
40 84.98368515682226 83.98555087296809 
41 85.16348138776054 84.04575556893438 
42 85.28334554171938 84.18623319285571 
43 85.46314177265766 84.34677904876581 
44 85.6495971232603 84.44712020870962 
45 85.72950655923287 84.52739313666467 
46 85.78277951654792 84.46718844069837 
47 85.749483918226 84.62773429660847 
48 85.78277951654792 84.78828015251855 
49 85.91596190983552 84.84848484848484 
50 85.96923486715056 84.96889424041741 
51 86.04914430312313 84.94882600842865 
52 86.01584870480123 84.80834838450733 
53 85.99587134580808 84.80834838450733 
54 85.99587134580808 84.72807545655228 
55 86.04914430312313 84.62773429660847 
56 86.13571285876007 84.72807545655228 
57 86.1956449357395 84.78828015251855 
58 86.30219085036957 84.84848484848484 
59 86.38210028634215 85.0290989363837 
60 86.4686688419791 85.06923540036124 
61 86.60851035493108 85.04916716837246 
62 86.7017380302324 85.10937186433875 
63 86.85489778251315 85.24984948826008 
64 86.94812545781447 85.28998595223761 
65 87.02137577412266 85.39032711218142 
66 87.06133049210895 85.35019064820389 
67 87.11460344942398 85.71141882400161 
68 87.19451288539655 85.77162351996789 
69 87.2477858427116 85.65121412803532 
70 87.33435439834854 85.85189644792294 
71 87.32103615901978 85.73148705599036 
72 87.33435439834854 85.93216937587799 
73 87.34101351801293 85.99237407184427 
74 87.36764999667044 85.99237407184427 
75 87.46753679163615 85.93216937587799 
76 87.53412798827995 86.11278346377685 
77 87.5541053472731 86.1328516957656 
78 87.64733302257441 86.17298815974313 
79 87.6539921422388 86.17298815974313 
80 87.7871745355264 86.21312462372065 
81 87.87374309116335 86.33353401565323 
82 87.86708397149897 86.21312462372065 
83 87.96031164680029 86.23319285570942 
84 87.96031164680029 86.27332931968694 
85 87.94033428780715 86.2933975516757 
86 87.98028900579344 86.41380694360828 
87 87.5807418259306 85.91210114388922 
88 87.96031164680029 86.35360224764199 
89 87.8204701338483 86.21312462372065 
90 87.5807418259306 85.79169175195666 
91 87.86708397149897 86.07264699979932 
92 87.74721981754013 85.89203291190046 
93 87.53412798827995 85.73148705599036 
94 87.67396950123194 85.81175998394541 
95 87.99360724512219 86.35360224764199 
96 87.68728774056069 85.91210114388922 
97 87.76719717653326 85.83182821593418 
98 87.74721981754013 85.71141882400161 
99 87.84044749284145 85.91210114388922 
100 87.66065126190318 85.77162351996789 
101 88.18006259572483 86.0325105358218 
102 87.91369780914962 86.1328516957656 
103 88.00026636478657 85.97230583985551 
104 88.31324498901245 86.17298815974313 
105 88.20669907438237 86.25326108769818 
106 88.26663115136178 86.19305639173189 
107 88.14010787773856 86.37367047963075 
108 88.41313178397816 86.53421633554083 
109 88.39315442498503 86.53421633554083 
110 88.26663115136178 86.2933975516757 
111 88.07351668109476 86.25326108769818 
112 88.49304121995073 86.5542845675296 
113 88.45974562162881 86.53421633554083 
114 88.33988146766998 86.5542845675296 
115 88.33988146766998 86.67469395946216 
116 88.4664047412932 86.57435279951837 
117 88.54631417726576 86.65462572747342 
118 88.74608776719718 86.79510335139474 
119 88.54631417726576 86.65462572747342 
