epoch trainingError testError 
1 0.018487618297925668 0.018487712200671413 
2 0.018440377396797276 0.018440395485031996 
3 0.018222350953138296 0.018221929809827484 
4 0.017957213614174038 0.017959021952058042 
5 0.017830856773112313 0.017835756892462317 
6 0.017760423169248595 0.017767037069219394 
7 0.0177103074199004 0.01771793042753247 
8 0.017670326980502603 0.017678648423542942 
9 0.017636366731526937 0.01764526594989755 
10 0.017606987577979585 0.017616507610108967 
11 0.017582030561749597 0.01759230064483899 
12 0.017561425656251572 0.017572538436833193 
13 0.017544613979843453 0.017556560155792215 
14 0.017530641819328223 0.01754331903485978 
15 0.01751790348436452 0.017531140889991366 
16 0.017497547755268437 0.01751089681935567 
17 0.017456296166843924 0.017466928084257934 
18 0.017407968423363684 0.017415791663598506 
19 0.017346140605147015 0.017352490228867454 
20 0.017250730403959438 0.01725485605740096 
21 0.01695623091965204 0.016951365753597694 
22 0.016631590949863946 0.01661284780622051 
23 0.016463094460394546 0.01643431154824381 
24 0.01636634776109012 0.016331895191842385 
25 0.016303929697235892 0.016266632075124042 
26 0.016260572480132192 0.01622207520282294 
27 0.016228724675145134 0.016189930383500292 
28 0.01620417100321491 0.016165567275822513 
29 0.016184440456944105 0.016146291292692082 
30 0.016168040978515843 0.01613048735579845 
31 0.016154039439123264 0.016117153089828515 
32 0.0161418270121807 0.01610564170381996 
33 0.016130987493913698 0.016095518764317765 
34 0.016121221861682525 0.01608648016129196 
35 0.01611230335713847 0.016078303206448055 
36 0.016104049155692888 0.01607081594561025 
37 0.016096301005901297 0.016063876568592195 
38 0.016088910603528093 0.016057358402847412 
39 0.016081727340130716 0.016051138011316666 
40 0.01607458719333675 0.01604508514871236 
41 0.016067302242287317 0.01603905404442162 
42 0.01605965053882533 0.01603287559093441 
43 0.016051365118973905 0.016026348967513874 
44 0.016042116763298767 0.016019227397578217 
45 0.016031473793847846 0.016011182124011113 
46 0.016018800272861695 0.016001705145556835 
47 0.016003035462408135 0.01598988220863042 
48 0.015982389481426346 0.015974038304386352 
49 0.015954518890288965 0.0159517882985023 
50 0.015918283944842022 0.015921633214692893 
51 0.01587573318214483 0.015884782134258126 
52 0.01583132269831358 0.015844622571322443 
53 0.015789325546916828 0.015805094104451627 
54 0.015752382309520727 0.01576924900007329 
55 0.01572118927011675 0.015738474474749985 
56 0.01569503322548373 0.015712582115690574 
57 0.01567279868530088 0.01569068840034316 
58 0.01565353295267464 0.015671893880430256 
59 0.015636554591094136 0.015655504191955612 
60 0.015621400616270478 0.015641029280090653 
61 0.015607756172027408 0.01562812934564957 
62 0.015595400686022014 0.015616563853851306 
63 0.015584171480476722 0.015606154285551206 
64 0.015573940566119935 0.015596759547573674 
65 0.015564600791036269 0.015588261056340395 
66 0.015556058267973736 0.015580554552569528 
67 0.015548228610824624 0.015573546115319404 
68 0.015541035195252089 0.015567150472823657 
69 0.015534408360275299 0.015561290399511995 
70 0.015528285002096185 0.015555896537064939 
71 0.01552260831221489 0.015550907307284872 
72 0.015517327542894255 0.015546268751337463 
73 0.015512397736265985 0.015541934217568264 
74 0.015507779384716633 0.015537863878614801 
75 0.0155034380168734 0.015534024101878914 
76 0.015499343724427198 0.015530386724202932 
77 0.015495470656772141 0.015526928290472712 
78 0.015491796512763842 0.015523629310148258 
79 0.015488302054544583 0.01552047357161981 
80 0.015484970660866577 0.015517447537905822 
