epoch trainingSuccess testSuccess 
1 6.985416527935007 7.164358819987959 
2 7.59139641739362 7.686132851695765 
3 15.828727442232138 15.03110575958258 
4 19.198241992408605 19.36584386915513 
5 24.379037091296528 24.0016054585591 
6 27.382300059932074 26.831226168974514 
7 28.69414663381501 28.637367047963075 
8 31.11140707198508 31.04555488661449 
9 34.80055936605181 34.69797310856914 
10 37.151228607578076 36.06261288380493 
11 40.1278550975561 39.153120610074254 
12 42.46520609975361 41.38069436082681 
13 44.22321369115003 42.785470600040135 
14 45.495105547046684 44.250451535219746 
15 46.62715588999134 45.55488661448926 
16 47.6593194379703 46.3776841260285 
17 48.478391156689085 47.08007224563516 
18 49.1176666444696 48.02327914910696 
19 49.96337484184591 48.62532610876982 
20 50.68255976559899 49.20730483644391 
21 51.115402543783716 49.64880594019667 
22 51.41506292868083 50.230784667870765 
23 51.588200039954714 50.57194461167971 
24 51.92115602317373 50.97330925145494 
25 52.167543450755815 50.87296809151114 
26 52.30072584404341 51.29440096327513 
27 52.59372710927616 51.314469195263904 
28 52.68695478457748 51.53521974714028 
29 52.926683092495175 51.75597029901665 
30 53.09982020376906 51.75597029901665 
31 53.173070520077246 52.016857314870556 
32 53.37284411000866 52.05699377884808 
33 53.486049144303124 52.21753963475818 
34 53.64586801624826 52.398153722657035 
35 53.779050409535856 52.398153722657035 
36 53.94552840114537 52.55869957856712 
37 53.99880135846041 52.578767810555895 
38 54.058733435439834 52.53863134657837 
39 54.098688153426124 52.6791089704997 
40 54.165279350069916 52.8396548264098 
41 54.12532463208364 52.96006421834236 
42 54.17193846973431 52.919927754364835 
43 54.21855230738496 53.000200682319885 
44 54.32509822201504 53.000200682319885 
45 54.331757341679435 53.080473610274936 
46 54.38503029899447 53.000200682319885 
47 54.484917093960185 53.160746538229986 
48 54.55150829060398 53.301224162151314 
49 54.55816741026837 53.32129239414007 
50 54.49823533328894 53.44170178607265 
51 54.49157621362456 53.54204294601645 
52 54.58480388892588 53.6223158739715 
53 54.564826529932745 53.6223158739715 
54 54.611440367583405 53.6223158739715 
55 54.658054205234066 53.64238410596026 
56 54.67137244456283 53.64238410596026 
57 54.711327162549104 53.682520569937786 
58 54.73796364120663 53.70258880192655 
59 54.77125923952853 53.80292996187036 
60 54.7845774788573 53.88320288982541 
61 54.797895718186055 53.96347581778045 
62 54.80455483785044 54.063816977724265 
63 54.83785043617234 54.0437487457355 
64 54.87780515415862 54.02368051374674 
65 54.89112339348738 53.96347581778045 
66 54.871146034494245 53.96347581778045 
67 54.90444163281614 54.0437487457355 
68 54.83785043617234 53.92333935380294 
69 54.864486914829854 53.983544049769215 
70 54.871146034494245 53.983544049769215 
71 54.864486914829854 54.0437487457355 
72 54.85116867550109 54.063816977724265 
73 54.97769194912433 54.18422636965683 
74 55.010987547446234 54.26449929761188 
75 55.06426050476128 54.244431065623125 
76 55.077578744090026 54.32470399357816 
77 55.104215222747555 54.38490868954445 
78 55.097556103083164 54.28456752960065 
79 55.124192581740694 54.34477222556693 
80 55.1907837783845 54.36484045755569 
