epoch trainingSuccess testSuccess 
1 38.58293933541986 38.250050170579975 
2 55.02430578677499 53.96347581778045 
3 63.17506825597656 61.56933574152117 
4 66.45801425051609 64.90066225165563 
5 68.1494306452687 66.36564318683524 
6 69.02177532130253 67.04796307445314 
7 69.94073383498701 67.99116997792495 
8 71.21262569088367 69.63676500100341 
9 72.56442698275288 71.24222356010435 
10 73.52999933408803 72.46638571141882 
11 74.4889125657588 73.38952438290187 
12 75.14150629286809 74.19225366245233 
13 75.76746354131984 75.11539233393538 
14 76.27355663581274 75.63716636564318 
15 76.64646733701804 76.0585992374072 
16 77.07931011520277 76.4198274132049 
17 77.678630884997 76.68071442905881 
18 78.17140574016115 77.10214730082279 
19 78.5642938003596 77.74433072446317 
20 78.81734034760605 78.02528597230584 
21 79.15695545048945 78.40658238009232 
22 79.4432975960578 78.5671282360024 
23 79.64307118598921 78.7276740919125 
24 79.86282213491377 78.94842464378888 
25 80.02264100685889 79.1491069636765 
26 80.12252780182459 79.28958458759783 
27 80.21575547712592 79.45013044350793 
28 80.35559699007791 79.5705398354405 
29 80.50875674235866 79.69094922737307 
30 80.68855297329694 79.81135861930564 
31 80.82173536658453 79.8314268512944 
32 80.96157687953652 80.03210917118201 
33 81.04148631550909 80.1926550270921 
34 81.09475927282413 80.31306441902468 
35 81.15469134980356 80.31306441902468 
36 81.2745555037624 80.33313265101344 
37 81.40773789705001 80.43347381095725 
38 81.53426117067323 80.39333734697973 
39 81.63414796563895 80.53381497090106 
40 81.76067123926217 80.61408789885611 
41 81.88053539322102 80.67429259482239 
42 81.96044482919358 80.67429259482239 
43 82.04701338483052 80.67429259482239 
44 82.14690017979623 80.75456552277744 
45 82.23346873543318 80.91511137868754 
46 82.33335553039888 81.03552077062011 
47 82.39328760737831 81.07565723459763 
48 82.41326496637144 81.15593016255268 
49 82.49983352200839 81.25627132249649 
50 82.57974295798095 81.27633955448526 
51 82.61303855630285 81.37668071442906 
52 82.65965239395352 81.33654425045154 
53 82.71292535126857 81.41681717840659 
54 82.78617566757674 81.43688541039535 
55 82.85276686422056 81.49709010636163 
56 82.87940334287806 81.57736303431668 
57 82.93267630019312 81.63756773028297 
58 82.99926749683692 81.717840658238 
59 83.03256309515882 81.81818181818183 
60 83.11913165079577 81.79811358619305 
61 83.14576812945329 81.83825005017059 
62 83.24565492441899 81.91852297812562 
63 83.25231404408338 81.97872767409191 
64 83.26563228341213 82.07906883403572 
65 83.32556436039155 82.09913706602448 
66 83.37217819804222 82.15934176199077 
67 83.4121329160285 82.17940999397953 
68 83.46540587334354 82.21954645795705 
69 83.50536059132982 82.23961468994581 
70 83.52533795032296 82.25968292193457 
71 83.57195178797363 82.27975115392334 
72 83.62522474528868 82.25968292193457 
73 83.69181594193248 82.33995584988962 
74 83.73177065991875 82.42022877784467 
75 83.79836185656256 82.48043347381096 
76 83.83831657454884 82.48043347381096 
77 83.85163481387761 82.54063816977725 
78 83.87827129253512 82.60084286574353 
79 83.91822601052141 82.70118402568734 
80 83.95152160884332 82.76138872165362 
81 83.97149896783645 82.84166164960867 
82 84.00479456615835 82.90186634557496 
83 84.03809016448025 82.98213927353 
84 84.07138576280215 83.00220750551877 
85 84.11134048078844 83.06241220148505 
86 84.11799960045282 83.1426851294401 
87 84.15129519877472 83.18282159341763 
88 84.191249916761 83.22295805739515 
89 84.24452287407604 83.26309452137266 
90 84.26450023306919 83.22295805739515 
91 84.30445495105548 83.2430262893839 
92 84.33109142971298 83.32329921733896 
93 84.33109142971298 83.32329921733896 
94 84.3643870280349 83.30323098535018 
95 84.37770526736365 83.28316275336142 
96 84.4309782246787 83.28316275336142 
97 84.47093294266497 83.34336744932772 
98 84.48425118199374 83.32329921733896 
99 84.49091030165812 83.36343568131647 
100 84.53752413930879 83.42364037728277 
